post_title,listing_category,_address,_phone,_whatsapp,_email,_website,_instagram,_facebook,_thumbnail_id,_gallery,_geolocation_lat,_geolocation_long,post_content
Apart Hotel Villa María Florales - Cuadro Benegas,Apart Hoteles,Ruta Nacional 144 km 665 – Cuadro Benegas,5492604597703,5492604597703,,http://www.mariaflorales.com.ar/,https://www.instagram.com/complejo_mariaflorales/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/villa-maria-florales.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/villa-maria-florales.jpg,-34.638735793026,-68.466797731011,Apart Hotel Villa María Florales - Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-villa-maria-florales/
Apart Hotel Vecchia Terra - Ciudad,Apart Hoteles,Castelli 23  – Ciudad,5492604221204,5492604221204,,http://www.vecchiaterra.com.ar/,https://www.instagram.com/vecchia_terra/?hl=es,https://www.facebook.com/vecchiaterraapart/,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/Captura.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/Captura.jpg,-34.612882,-68.3384678,Apart Hotel Vecchia Terra - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-vecchia-terra/
Apart Hotel Talú - Ciudad,Apart Hoteles,Blas Parera esq. Roca – Ciudad,5492604619229,5492604619229,,,https://www.instagram.com/taluapart/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/talu.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/talu.jpg,-34.62481728039,-68.355167893858,Apart Hotel Talú - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-talu/
Apart Hotel Tierra Mora - Ciudad,Apart Hoteles,Ameghino 350 – Ciudad,5491157002168,5491157002168,,https://www.tierramora.com.ar/es/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/tierra-mora.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/tierra-mora.jpg,-34.6212713,-68.3636179,Apart Hotel Tierra Mora - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-tierra-mora/
Apart Hotel Sesma – Cuadro Nacional – 2 Estrellas,Apart Hoteles,Calle Salas 500 – Cuadro Nacional,5492604323299,5492604323299,,http://www.complejosesma.com.ar,https://www.instagram.com/complejo_sesma/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/sesma.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/sesma.jpg,-34.610154364921,-68.329744875411,Apart Hotel Sesma – Cuadro Nacional – 2 Estrellas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-sesma-cuadro-nacional-2-estrellas/
Apart Hotel Los Reyunos – 1 Estrella – Los Reyunos,Apart Hoteles,Club de Náutica y Pesca – Los Reyunos,5492604682007,5492604682007,,http://www.losreyunos.net/,https://www.instagram.com/losreyunosapart/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/los-reyunos.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/los-reyunos.jpg,-34.575684,-68.7058604,Apart Hotel Los Reyunos – 1 Estrella – Los Reyunos en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-los-reyunos-1-estrella-los-reyunos/
Apart Hotel San Martín & Spa – 2 Estrellas,Apart Hoteles,Avenida  San Martín 435  – Ciudad,5492604549057,5492604549057,,http://www.sanmartinhotelspa.com/,https://www.instagram.com/hotelsanmartin_spa/,https://www.facebook.com/SanMartinHotelSpa/,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/san-martin.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/san-martin.jpg,-34.6116377,-68.327731,Apart Hotel San Martín & Spa – 2 Estrellas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-san-martin-spa-2-estrellas/
Apart Hotel Patios del Mediterráneo – 1 Estrella,Apart Hoteles,Avenida San Martín 77  – Ciudad,,,,http://www.patiosdelmediterraneo.com/,https://www.instagram.com/patio.mediterraneo.apart.hotel/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/PATIOS-DEL-MEDITERRANEO.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/PATIOS-DEL-MEDITERRANEO.png,-34.6152582,-68.3298003,Apart Hotel Patios del Mediterráneo – 1 Estrella en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-patios-del-mediterraneo-1-estrella/
Apart Hotel Los Carolinos Lodge – Villa 25 de Mayo,Apart Hoteles,https   wa.me 5492604535254,5492604535254,5492604535254,,http://www.loscarolinoslodge.com/,https://www.instagram.com/loscarolinoslodge/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/LOS-CAROLINOS-apart.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/LOS-CAROLINOS-apart.jpg,-34.5863966,-68.546029,Apart Hotel Los Carolinos Lodge – Villa 25 de Mayo en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-los-carolinos-lodge-villa-25-de-mayo/
Apart Hotel Milenium - 1 Estrella,Apart Hoteles,Coronel Day 20 – Ciudad,5492604651295,5492604651295,,http://www.apartmilenium.com.ar/,https://www.instagram.com/plaza_milenium_hotel_y_apart/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/Captura.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/Captura.png,-34.613926003042,-68.329119034265,Apart Hotel Milenium - 1 Estrella en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-milenium/
Apart Hotel La Bodega- Las Paredes,Apart Hoteles,Las Vírgenes 2880 – Las Paredes,5492604571788,5492604571788,,http://www.labodegaaparthotel.com/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/APART-LA-BODEGA.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/APART-LA-BODEGA.png,-34.5990052,-68.3511077,Apart Hotel La Bodega- Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-la-bodega-las-paredes/
Apart Hotel Colorina & Spa – Las Paredes- 3 Estrellas,Apart Hoteles,Canadá 329 – Las Paredes,5492604692666,5492604692666,,,https://www.instagram.com/colorina.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/colorina.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/colorina.jpg,-34.6044372,-68.35663,Apart Hotel Colorina & Spa – Las Paredes- 3 Estrellas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-colorina-spa-las-paredes-3-estrellas/
Apart Hotel Cavis - 1 Estrella,Apart Hoteles,Avenida  Balloffet 150 – Ciudad,5492604600662,5492604600662,,https://www.aparthotelcavis.com.ar/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/cavis.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/cavis.jpg,-34.6144748,-68.3410334,Apart Hotel Cavis - 1 Estrella en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-cavis-1-estrella/
Apart Hotel Ayum Elun Aldea de Río - Valle Grande,Apart Hoteles,"Ruta Prov. 173 km 20,5 -Valle Grande",5492604538866,5492604538866,,http://www.ayumelun.com/,https://www.instagram.com/ayumelun.aldeaderio/,https://www.facebook.com/AyumElun.aldeaderio.SanRafael/,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/ayum-elun.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/ayum-elun.jpg,-34.878395637998,-68.556080996361,Apart Hotel Ayum Elun Aldea de Río - Valle Grande en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-ayum-elun/
COMPLEJO UTN Los Reyunos,Hostels,Ubicación  Ruta Provincial 150 – Los Reyunos,2604021708,2604021708,,https://www.reyunos.utn.edu.ar/habitaciones.html,https://www.instagram.com/utn_losreyunos/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/08/Captura-2.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/08/Captura-2.jpg,-34.576006303348,-68.706364676553,COMPLEJO UTN Los Reyunos en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/08/24/complejo-utn-los-reyunos/
LA JARILLA HOSTEL,Hostels,Ubicación  Av. San Martín 402 esq. Luzuriaga – Ciudad,2604567476,2604567476,,,https://www.instagram.com/lajarillahostel/profilecard/?igsh=MWg1NmlydjNsdGM5Mg%3D%3D,https://www.facebook.com/profile.php?id=61560233292333&mibextid=ZbWKwL,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/hostel-la-jarilla.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/hostel-la-jarilla.jpg,-34.612086301023,-68.327867280845,LA JARILLA HOSTEL en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/12/la-jarilla-hostel/
Hostel Nido - Ciudad,Hostels,Cnel. Ricardo Day 111 – Ciudad,2604222133,2604222133,,,https://www.instagram.com/nido_hostel/?hl=es-la,https://www.facebook.com/nidohostel,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/271998692_105222702064572_1295511855528295154_n.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/271998692_105222702064572_1295511855528295154_n.jpg,-34.613620985585,-68.330447985013,Hostel Nido - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/26/nido-ciudad/
Hostel Sigrum,Hostels,San Juan 155 – Ciudad,,,,,https://www.instagram.com/sigrumhostel/?hl=es-la,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/sigrum.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/sigrum.jpg,-34.6242388,-68.336184,Hostel Sigrum en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/03/hostel-sigrum/
Hostel Shanti-Las Paredes,Hostels,Av. Hipólito Yrigoyen 2602 -Las Paredes,260154660674154663902,260154660674154663902,,http://www.shantihostel.com.ar/,https://www.instagram.com/shanti.hostel/?hl=es,https://www.facebook.com/Shanti-Hostel-169966623058058/?ref=br_rs,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/HOSTEL-SHANTI.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/HOSTEL-SHANTI.jpg,-34.6051431,-68.3613299,Hostel Shanti-Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hostel-shanti-las-paredes/
Hostel Rogupani - Ciudad,Hostels,B. De Irigoyen 695 – Ciudad,5492604419889,5492604419889,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/rogupani.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/rogupani.jpg,-34.6094951861,-68.325192033218,Hostel Rogupani - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hostel-rogupani/
Hostel Antonieta - Ciudad,Hostels,Day 244 – Ciudad,260154011920,260154011920,,https://antonietahostel.com.ar/,https://www.instagram.com/antonietahostel/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/antonieta.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/antonieta.jpg,-34.6130082,-68.3318828,Hostel Antonieta - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hostel-antonieta/
Hostel Amukan - Ciudad,Hostels,Av. 9 de Julio 1336 – Ciudad,,,,,https://www.instagram.com/amukangh/?hl=es-la,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/AMUKAN-2.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/AMUKAN-2.jpg,-34.6232727,-68.3406406,Hostel Amukan - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hostel-amukan/
Museo Posada Benelli - Las Paredes,Posadas,Domicilio  Toledano norte 2960,2604826030,2604826030,,,https://www.instagram.com/museoposadabenelli/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/07/71d4e97a-7aa0-496e-9ed8-546ab61ddcdf.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/07/71d4e97a-7aa0-496e-9ed8-546ab61ddcdf.jpg,-34.611168,-68.337523,Museo Posada Benelli - Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/07/13/museo-posada-benelli-las-paredes/
Finca La Penúltima,Posadas,Las Heras 487 – Villa 25 de Mayo,5492604054453,5492604054453,,http://www.fincalapenultima.com,https://www.instagram.com/fincalapenultima/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/la-penultima.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/la-penultima.jpg,-34.58468,-68.54491,Finca La Penúltima en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/03/finca-la-penultima/
Chalet Los Troncos - Cuadro Benegas,Posadas,El Moro 3500 – Cuadro Benegas,260154630935,260154630935,,,https://www.instagram.com/chaletlostroncos/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/chalet-los-troncos.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/chalet-los-troncos.jpg,-34.6400686,-68.466892,Chalet Los Troncos - Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/03/chalet-los-troncos-cuadro-benegas/
CASARTERO Eco Posada,Posadas,Calle Artero 880 – Cañada Seca,260154827716,260154827716,,http://www.casartero.com/,https://www.instagram.com/casartero/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/casa-artero.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/casa-artero.jpg,-34.611168,-68.337523,CASARTERO Eco Posada en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/casartero-eco-posada/
Lodge Algodón Wine – Cuadro Benegas,Posadas,CASONA   LODGE,2604295985,2604295985,,https://www.algodonhotels.com/wineestates/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/algodon.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/algodon.jpg,-34.6400686,-68.466892,Lodge Algodón Wine – Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/lodge-algodon-wine-cdo-benegas/
La Carmelita- Las Paredes,Posadas,Carmona 2500 – Las Paredes,,,,http://www.fincalacarmelitahotel.com/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-carmelita.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-carmelita.jpg,-34.5632735,-68.4228481,La Carmelita- Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/la-carmelita-las-paredes/
Finca La Encantada – Rama Caída,Posadas,Los Olivos 900 – Rama Caída,,,,http://www.fincalaencantada.com/,https://www.instagram.com/fincalaencantada/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/Logo-La-Encantada-fondo-blanco.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/Logo-La-Encantada-fondo-blanco.png,-34.7012098,-68.3655222,Finca La Encantada – Rama Caída en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/finca-la-encantada-rama-caida/
Finca El Alpataco- Rama Caída,Posadas,Ejército De Los Andes 5007 – Rama Caída,,,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/el-alpataco.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/el-alpataco.jpg,-34.7397769,-68.381149,Finca El Alpataco- Rama Caída en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/finca-el-alpataco-rama-caida/
La Casona de Crismajo – Cuadro Benegas,Posadas,Mercado 300 – Cuadro Benegas,260154664695,260154664695,,,https://www.instagram.com/lacasona.decrismajo/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/crismajo.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/crismajo.jpg,-34.6467489,-68.4157857,La Casona de Crismajo – Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/la-casona-de-crismajo-cdo-benegas/
Chaglasian Wine & Suites – Las Paredes,Posadas,Valentín Bianchi 1600 -Las Paredes,,,,https://chaglasianwinery.com/Instagram:,https://www.instagram.com/chaglasianwineandsuites/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/changlasian.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/changlasian.jpg,-34.5829673,-68.4245938,Chaglasian Wine & Suites – Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/chaglasian-wine-suites-las-paredes/
Casas Viejas – Las Paredes,Posadas,Valentín Bianchi 6500 – Las Paredes,,,,http://www.fincacasasviejas.com.ar/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/casas-viejas-scaled.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/casas-viejas-scaled.jpg,-34.5829673,-68.4245938,Casas Viejas – Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/casas-viejas-las-paredes/
Casa Quinta Las Rosas – La Llave,Posadas,San Martín y Bernardino Izuel – La Llave,,,,http://www.casaquintalasrosas.com.ar/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/CASA-QUINTA-LAS-ROSAS.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/CASA-QUINTA-LAS-ROSAS.jpg,-34.607143010761,-68.345909997982,Casa Quinta Las Rosas – La Llave en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/casa-quinta-las-rosas-la-llave/
Casas de Campo La Josefina – Rama Caída,Posadas,Los Olivos 1050 – Rama Caída,,,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-josefina.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-josefina.jpg,-34.7012098,-68.3655222,Casas de Campo La Josefina – Rama Caída en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hotel-bouquet-2/
Moment’s Bar - Ciudad,Gastronomía,Av. Deán Funes 998 – Ciudad,5492604400990,5492604400990,,https://momentstulugar.com/,https://www.instagram.com/moments.tu.lugar/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2026/01/moment.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2026/01/moment.png,-34.6225563,-68.3745474,Moment’s Bar - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2026/01/14/moments-bar-ciudad/
BOMBASTICK San Rafael - Burger-Bar,Gastronomía,Domicilio  Av. H. Yrigoyen 2.451 – Las Paredes,2604604343,2604604343,,,https://www.instagram.com/bombastick.sanrafael/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-5.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-5.jpg,-34.615968379479,-68.330082617854,BOMBASTICK San Rafael - Burger-Bar en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/04/04/bombastick-san-rafael-burger-bar/
PARRILLA DE LA FINCA,Gastronomía,Domicilio  Av. H. Yrigoyen 5501 – Las Paredes,2604500166,2604500166,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-4.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-4.jpg,-34.56411,-68.46156,PARRILLA DE LA FINCA en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/04/04/parrilla-de-la-finca/
LA PREVIA Restó,Gastronomía,Domicilio  Av. H. Yrigoyen 2717  – Ciudad,2604419615,2604419615,,,https://www.instagram.com/laprevia.resto/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-3.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-3.jpg,-34.610326753881,-68.34734480738,LA PREVIA Restó en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/04/04/la-previa-resto/
ALMALEK_shawarma - Restó / Bar,Gastronomía,Domicilio  Av. Hipolito Yrigoyen 1650 – Ciudad,2604264633,2604264633,,,https://www.instagram.com/almalek_shawarma/profilecard/?igsh=MXA1eTdyOWRoMDRydg%3D%3D,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-2.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-2.jpg,-31.268511009993,-61.495499974813,ALMALEK_shawarma - Restó / Bar en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/04/04/almalek_shawarma-resto-bar/
DUVAR Resto Club -,Gastronomía,Domicilio  Hipólito Yrigoyen 3524 – Las Paredes,2604664018,2604664018,,,https://www.instagram.com/duvarrestoclub/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/01/Captura.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/01/Captura.jpg,-34.56411,-68.46156,DUVAR Resto Club - en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/01/30/duvar-resto-club/
EL CABLE Restaurante - Parrilla,Gastronomía,Ubicación  Ruta Provincial 175 – Rama Caída –  San Rafael,2604577795,2604577795,,,https://www.instagram.com/elcablewakepark/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/01/el-cable-restaurante.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/01/el-cable-restaurante.jpg,-34.764623552066,-68.33050318995,EL CABLE Restaurante - Parrilla en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/01/28/el-cable-restaurante-parrilla/
ZUIZA Helados & Café,Gastronomía,Domicilio  Pellegrini 248 – Ciudad,2604414071,2604414071,,,https://www.instagram.com/suizaheladeria/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/zuiza-helados.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/zuiza-helados.jpg,-34.613300000603,-68.329858988677,ZUIZA Helados & Café en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/29/zuiza-helados-cafe/
MITTO Helados & Café,Gastronomía,Domicilio  Av. Hipólito Yrigoyen 1737 – Ciudad,2604023893,2604023893,,,https://www.instagram.com/mittoheladoos/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/mitto-helados.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/mitto-helados.jpg,-31.268477497611,-61.495273680843,MITTO Helados & Café en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/mitto-helados-cafe/
MAGIC TOP Helados,Gastronomía,Domicilio  Av. Mitre 202 – Ciudad,26044425281,26044425281,,,https://www.instagram.com/heladosmagicdelivery/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/magic.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/magic.jpg,-34.611168,-68.337523,MAGIC TOP Helados en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/magic-top-helados/
LOMORO Helados & Café,Gastronomía,Domicilio  Av. Balloffet 1205 – Ciudad,,,,,https://www.instagram.com/heladoslomorosanrafael/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/lomoro.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/lomoro.jpg,-34.623483803414,-68.351689990774,LOMORO Helados & Café en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/lomoro-helados-cafe/
LA DELICIA Heladería,Gastronomía,Domicilio   Buenos Aires 51 – Ciudad,2604422016,2604422016,,,https://www.instagram.com/ladeliciahelados/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/la-delicia.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/la-delicia.jpg,-31.249223185856,-61.489531164418,LA DELICIA Heladería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/la-delicia-heladeria/
JOSSELIN Heladería,Gastronomía,Domicilio  Av. San Martín 85 – Ciudad,2604424809,2604424809,,,https://www.instagram.com/josselinheladeria/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/josselin-helados.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/josselin-helados.jpg,-34.61521,-68.32972,JOSSELIN Heladería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/josselin-heladeria/
GRIDO Helados,Gastronomía,Domicilio  Av. Moreno 47 – Ciudad,,,,,https://www.instagram.com/gridomoreno.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/grido.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/grido.jpg,-34.61346,-68.33598,GRIDO Helados en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/27/grido-helados/
EL PINITO - Heladerías,Gastronomía,Domicilio  Av. Hipólito Yrigoyen 1565 – Ciudad,2604595379,2604595379,,,https://www.instagram.com/elpinito_helados/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/el-pinito.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/el-pinito.jpg,-34.609921003976,-68.348919017403,EL PINITO - Heladerías en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/27/el-pinito-heladerias/
ANAHI- Helados,Gastronomía,Ubicación  Av. Hipólito Yrigoyen  1475- Ciudad,2604019103,2604019103,,,https://www.instagram.com/heladosanahi/?hl=es-la,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/helados-anahi.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/helados-anahi.jpg,-34.610204018937,-68.348097004158,ANAHI- Helados en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/25/anahi-helados/
ALOHA Heladería- Ciudad,Gastronomía,Ubicación  Chile 51 y 9 de Julio esq. Jujuy- San Rafael,2604562367,2604562367,,,https://www.instagram.com/heladosaloha.sanrafael/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/aloha-helados.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/aloha-helados.jpg,-34.62816999975,-68.343108011569,ALOHA Heladería- Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/25/aloha-heladeria-ciudad/
ORIGEN (Restó - Casa de Té – Bar),Gastronomía,Domicilio  Cubillos 3.201  – Rama Caída,2604649806,2604649806,,,https://www.instagram.com/origen_ramacaida/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/origien.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/origien.png,-34.6800562,-68.3823043,ORIGEN (Restó - Casa de Té – Bar) en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/04/origen-resto-casa-de-te-bar/
