Nombre,Apellidos,"Dirección de correo","Número de teléfono",WhatsApp,"Dirección","Sitio web",Instagram,Facebook,"Google Maps URL",Verificado,Premium,"Etapa del ciclo de vida"
"DON CARLOS (Café-Bar) - Ciudad","",,260154519325,260154519325,"Domicilio  Avenida Hipólito Yrigoyen 71 – Ciudad",,,,,No,No,Lead
"LA BODEGA RESTO - Ciudad","",,,,"Domicilio  Av. Deán Funes 898 – Ciudad",,,,,No,No,Lead
"SUTER PETIT RESTO - Cocina de Autor","",,2604808681,2604808681,"Ubicación  Av. Hipólito Yrigoyen 3003 – Las Paredes",https://linktr.ee/suterpetitresto,,,,No,No,Lead
"PATIO DE COMIDAS &#8220;FOOD PARK - Ciudad","",,,,"Hipólito Yrigoyen 1680 – Ciudad",,https://www.instagram.com/foodpark.sr/?hl=es-la#,,,No,No,Lead
"MALUFA E.V.T. - Excursiones Locales","",,,,"Chile 642 – Ciudad",http://www.malufaviajes.com.ar/,https://www.instagram.com/malufaviajes/,,,No,No,Lead
"DIAMANTE VIAJES E.V.T. Excursiones Locales y Turismo Emisivo","",,,,"Av. Hipólito Yrigoyen 824 -Ciudad",http://www.diamanteviajes.tur.ar/,https://www.instagram.com/diamanteviajesok/?hl=es-la,https://www.facebook.com/diamanteviajes/,,No,No,Lead
"Chef Indoors Take Away","",,"0260 15-402-4206","","Hipólito Buchardo 1770, M5600 San Rafael, Mendoza, Argentina","","","",https://maps.google.com/?cid=2651370814797349809,No,No,Lead
"ALOHA Heladería - San Rafael","",,2604562367,2604562367,"Ubicación  Chile 51 y 9 de Julio esq. Jujuy- San Rafael","",https://www.instagram.com/heladosaloha.sanrafael/,"",,No,No,Lead
"HIMOFF (Panchos - Minutas ) - Ciudad","",,,,"Domicilio  Saavedra 2 – Ciudad",,https://www.instagram.com/himoff_pancheria/?hl=es-la,,,No,No,Lead
"ANTIDOTO GINTONERIA","",,2604323232,2604323232,"Avda. Hipólito Yrigoyen Esq. Pueyrredón – Ciudad","",https://www.instagram.com/antidoto.gintoneria/?hl=es,https://www.facebook.com/antidoto.gintoneria,,No,No,Lead
"COCINA DE FUEGO (Parilla) - Ciudad","",,260154596800,260154596800,"Domicilio  Avda. San Martín 220 – Ciudad",,https://www.instagram.com/cocinadefuego/,,,No,No,Lead
"GUANTANAMO POOL BAR - Ciudad","",,,,"Hipólito Yrigoyen 1630 – Ciudad",,https://www.instagram.com/guantanamo.sanrafael/?hl=es,,,No,No,Lead
"LA PREVIA Restó","",,2604419615,2604419615,"Domicilio  Av. H. Yrigoyen 2717  – Ciudad",,https://www.instagram.com/laprevia.resto/,,,No,No,Lead
"ATHENA (Bar - Cervecería)- Ciudad","",,,,"Avda. H. Yrigoyen 1652  – Ciudad",,https://www.instagram.com/athena.sanrafael/,,,No,No,Lead
"NATURALEZA TURISMO - E.V.T. Turismo Emisivo","",,2604060643,2604060643,"Santa Fé 15- Local 2",,https://www.instagram.com/naturalezaturismo.sr/,https://www.facebook.com/profile.php?id=100063787460487,,No,No,Lead
"MURVILLE (Bodega / Espumantes) - Las Paredes","",,5492604347435,5492604347435,"Av. Hipólito Yrigoyen 5814 – Las Paredes",http://www.murville.com,https://www.instagram.com/bodegamurville/?hl=es-la,https://www.facebook.com/bodega.murville,,No,No,Lead
"TIERRA DEL VINO E.V.T. - Excursiones Locales","",,260154311572,260154311572,"Av. San Martín 416 – Ciudad",http://www.tierradelvino.com.ar/,https://www.instagram.com/tierradelvinoexcursiones/,,,No,No,Lead
"SAN ISIDRO - Café Restó - Ciudad","",,,,"Avda. Hipólito Yrigoyen 700 – Ciudad",,https://www.instagram.com/cafesanisidro.sr/,,,No,No,Lead
"BIERO (Cervecería) - Ciudad","",,,,"Avenida  Av. Hipólito Yrigoyen 2065 – Ciudad",,https://www.instagram.com/bierodraftbeer/?hl=es,https://www.facebook.com/bierodraftbeer,,No,No,Lead
"Finca El Alpataco- Rama Caída","",,,,"Ejército De Los Andes 5007 – Rama Caída",,,,,No,No,Lead
"BRUTO Café- Ciudad","",,2604663800,2604663800,"San Martin y Olascoaga – Ciudad",,https://www.instagram.com/bruto_panaderia/?hl=es,,,No,No,Lead
"FINCA AMAKAIK -Viñedos - Bodega - Enoturismo","",,1153349712,1153349712,"Domicilio   Calle Larga  5 y Rio Atuel – Cañada Seca – San Rafael",https://www.fincamakaik.com.ar/,https://www.instagram.com/amakaikvinos/,,,No,No,Lead
"PORTAL DEL ATUEL (Restó) - Valle Grande - (1)","",,,,"R. Prov. 173 km 35 -Valle Grande","http://: www.portaldelatuel.com.ar",,,,No,No,Lead
"MIKELINO´S - Pizzería","",,2604225441,2604225441,"Domicilio  Av. H. Yrigoyen 1663   -Ciudad",,https://www.instagram.com/mikelinosoficial/?hl=es,,,No,No,Lead
"INTI- CO(Restó) -Los Reyunos","",,260154563767,260154563767,"Club de Náutica y Pesca –  Los Reyunos",,https://www.instagram.com/inticolosreyunos/,,,No,No,Lead
"VENAMI (Café)- Ciudad","",,,,"Maza y E. Civit  – Ciudad",,,,,No,No,Lead
"BODEGA BOUTIQUE IBARRA (Bodega / Restaurante) - Rama Caída","",,5492604040144,5492604040144,"Cubillos 3550 – Rama Caída",http://www.bodegafamiliaibarra.com.ar,https://www.instagram.com/bodegaibarra/?hl=es,https://www.facebook.com/BodegaBoutiqueIbarra,,No,No,Lead
"SAN TELMO Restó & Bar - Ciudad","",,2604398872,2604398872,"Domicilio  Hipólito Yrigoyen 344 – Ciudad",,https://www.instagram.com/santelmobarcafe.sr/,,,No,No,Lead
"ESTACION BELGRANO (Sandwichería) - Ciudad","",,,,"Av. San Martín 307 – Ciudad",,,,,No,No,Lead
"ICONO VIAJES E.V.T. - Turismo Emisivo -","",,2604420155,2604420155,"Domicilio  Buchardo 30",https://www.iconoviajes.tur.ar/,https://www.instagram.com/iconoviajes/,,,No,No,Lead
"AYUM ELUN ALDEA DE RIO - (Restaurante) - Valle Grande - (1)","",,"5 – Valle Grande""",5492604538866,"""Ruta  Provincial Nº  173 Km. 20",,http://www.ayumelun.com,,,No,No,Lead
"Cabañas Acacias de la Villa – Villa 25 de Mayo","",,5492604554965,5492604554965,"Sarmiento 148 – Villa 25 de Mayo",http://www.acaciasdelavilla.com.ar/,,,,No,No,Lead
"SANTAGUCHERIA - Sandwicheria","",,,,"Domicilio  Av. H. Yrigoyen 2468   – Las Paredes",,https://www.instagram.com/santagucheria/,,,No,No,Lead
"Corbo Wine Bar - Ciudad","",,,,"Domicilio  Av. Hipólito Yrigoyen 1600 – Ciudad",,https://www.instagram.com/corbo.winebar/,,,No,No,Lead
"BONAFIDE Cereales (Café) - Cuadro Nacional","",,,,"Av. Mitre 3001 – Cuadro Nacional",,https://www.instagram.com/bonafide.sanrafael/?hl=es-la,,,No,No,Lead
"MANO NEGRA (Resto Bar)","",,2604010510,2604010510,"Domicilio  Lago chico Valle Grande  antes de subir caracoles a la derecha",,,,,No,No,Lead
"CHAKANA Bar (Café -Bar) - Valle Grande","",,,,"Ruta Prov. 173 km 20 – Valle Grande",http://www.saintjosephweb.com.ar/,,,,No,No,Lead
"OPORTO RESTAURANTE -Ciudad","",,2604671861,2604671861,"Avenida Balloffet 124",,https://www.instagram.com/oporto.sr/?hl=es,,,No,No,Lead
"BODEGA TORNAGHI (Bodega) - Ciudad","",,,,"Pasteur 715 – Ciudad",http://www.tornaghi.com.ar/,https://www.instagram.com/tornaghiwines/?hl=es-la,https://www.facebook.com/tornaghiwines,,No,No,Lead
"SABORES DE MI PUEBLO - Villa 25 de Mayo","",,5492604317897,5492604317897,"San Martin 295 – Villa 25 de Mayo",,https://www.instagram.com/saboresdemipueblo25/,,,No,No,Lead
"LA TANA - Ciudad","",,,,"Domicilio  Dean Funes 10 – Ciudad",,https://www.instagram.com/latanapizzassr/?hl=es,,,No,No,Lead
"EL CABLE Restaurante - Parrilla","",,2604577795,2604577795,"Ubicación  Ruta Provincial 175 – Rama Caída –  San Rafael",,https://www.instagram.com/elcablewakepark/,,,No,No,Lead
"EL COYOTE - E.V.T. Excursiones Locales","",,5492602604530508,5492602604530508,"Carlos W. Lencinas 51 Loc. 1  – Ciudad",https://elcoyoteviajesyturismo.tur.ar/,https://elcoyoteviajesyturismo.tur.ar/,,,No,No,Lead
"SR. CAFE (Café- Bar)","",,2604429107,2604429107,"Domicilio  San Martín esq. H. Yrigoyen – Ciudad",,,https://www.facebook.com/Sr.cafeSR/?paipv=0&eav=Afak9LSFxaW4qatHySQ6zOMeujDbG4E1B7DmVbUmhh-PnurVg3MX3__cljWmgURHSPM&_rdr,,No,No,Lead
"VALLES DEL SOL E.V.T.- Turismo Emisivo","",,,,"Av. Rodolfo Iselin 58 – Ciudad",http://www.vallesdelsol.com.ar,,https://www.facebook.com/valles.delsol,,No,No,Lead
"MARTYNIUK Lodge - Las Paredes","",,"Las Paredes""",5491130400204,"""Calle Los Maitenes Nº 1600",,http://martyniuk.ar/,https://www.instagram.com/martyniuk_lodges/?utm_medium=copy_link,,No,No,Lead
"CASA MADRE Restaurante- Casa de Té","",,2613895474,2613895474,"Domicilio  Avenida  Hipólito Yrigoyen 5814 – LAS PAREDES",,https://www.instagram.com/casamadre2024/,https://www.facebook.com/people/Frambuesa-pasteler%C3%ADa-cafe-resto/100051045673835/?locale=es_ES,,No,No,Lead
"SAJET E.V.T.- Turismo Emisivo","",,260154518355,260154518355,"Cnel. Suarez 605 – Ciudad",http://www.sajet.com.ar/,,,,No,No,Lead
"GARRISON CAFE- BAR - Ciudad","",,,,"Domicilio  Avda. H. Yrigoyen 355 – Ciudad",,https://www.instagram.com/garrison.cafebar/,,,No,No,Lead
"LUCI Agencia de Viajes - Excursiones Locales y Turismo Emisivo.","",,54926043486685492604672643,54926043486685492604672643,"Agencia On Line",,https://www.instagram.com/agencialuciviajesok/,,,No,No,Lead
"AUKAN EXPEDICIONES - Excursiones Locales y Turismo Emisivo.","",,,,"Avda. El Libertador 20 piso 3 of. 10 – Ciudad",http://www.aukanexpediciones.com/,,,,No,No,Lead
"EL CAMINO DEL VINO - Wine Bar & Chill Out","",,2604414300,2604414300,"Domicilio  Coronel Suárez 475- Ciudad de San Rafael",https://linktr.ee/elcaminodelvino?utm_source=linktree_profile_share,,,,No,No,Lead
"RAWSON Bar","",,2604352562,2604352562,"Instagram  Rawson Bar",,https://www.instagram.com/rawsonbar/?hl=es-la,,,No,No,Lead
"MI BAR - CITO ( Sandwichería- Bar)- Valle Grande","",,"800 – Valle Grande""",,"""Ruta 173 km 17",,,https://www.instagram.com/mibarcitosr/,,No,No,Lead
"BARRICAS BODEGON MENDOCINO - Parrilla","",,2604126964,2604126964,"Domicilio  Avda. Hipólito Yrigoyen 4041 – Las Paredes",,https://www.instagram.com/barricasbodegonmendocino/,,,No,No,Lead
"Bodega ÚLTIMA FRONTERA -","",,5492604124284,5492604124284,"Ubicación   Sardini y Las Vírgenes – Las Paredes",https://www.bodegaultimafrontera.com.ar/,https://www.instagram.com/bodega.ultimafrontera/?hl=es,,,No,No,Lead
"PIPI PANCHOS (Panchería- Minutas) - Ciudad","",,,,"Bernardo de Irigoyen 119 – Ciudad",,https://www.instagram.com/pipi.1981/?hl=es-la#,,,No,No,Lead
"FRANCA TOUR E.V.T. - Turismo Emisivo","",,2604425077154530079,2604425077154530079,"Av. Espejo 139  -Ciudad",,https://www.instagram.com/francatourviajes/,,,No,No,Lead
"JEAN RIVIER(Bodega) - Las Paredes","",,5492604232226,5492604232226,"Av. Hipólito Yrigoyen 2385 – Las Paredes",http://www.jeanrivier.com/,https://www.instagram.com/bodegajeanrivier/?hl=es-la,https://www.facebook.com/bodegajeanrivier,,No,No,Lead
"Azalea Luxury Lodge – Las Paredes","",,5492604571788,5492604571788,"Las Vírgenes 2882 – Las Paredes",http://www.azalea.com.ar,https://www.instagram.com/azalealuxurylodge/?hl=es,,,No,No,Lead
"FAMILIA CAMARGO (Bodega / Espumantes) -Las Paredes","",,260154681754,260154681754,"Domicilio  Calle Bertani Norte 1600 – Las Paredes",,https://www.instagram.com/familiacamargo_vinos.aceites/,,,No,No,Lead
"TABERNA MOSCU Coffee Bar - Ciudad","",,2604396777,2604396777,"Pellegrini 153 – Ciudad",,https://www.instagram.com/moscu.sr/,,,No,No,Lead
"RESTAURANTE LAZARO - Ciudad","",,,,"Domicilio  Almafuerte 94 – Ciudad.",,,,,No,No,Lead
"DILYS TOURS - Excursiones Locales y Turismo Emisivo.","",,2604530327,2604530327,"Página Web  https   dilystours.paquetedinamico.com",https://dilystours.paquetedinamico.com/,,,,No,No,Lead
"LA BARRA (Bar- Café) - Valle Grande","",,,,"Base Lago Valle Grande",,,https://www.facebook.com/portaldelatuelsanrafael/,,No,No,Lead
"BIER 26 (Cervecería - Minutas) - Rama Caída","",,2604607472,2604607472,"Domicilio  Cubillos 7864 – Rama Caída",,https://www.instagram.com/bier.26/,,,No,No,Lead
ALLOLIO,"",,"0260 453-0812","","Papa Juan XXIII N° 1820, M5600 San Rafael, Mendoza, Argentina",https://www.olivicolallolio.com/,"","",https://maps.google.com/?cid=12748198049880920152,No,No,Lead
"PAPRIKA RESTAURANTE & EVENTOS - VALLE GRANDE","",,2604624765,2604624765,"Ruta Provincial 173 km. 27600",https://paprikamendoza.ar/,,,,No,No,Lead
"BODEGA IACCARINI (Bodega) - Las Paredes","",,,,"Calle Iaccarini  ex Sardini  – Las Paredes",https://www.bodegaiaccarini.com.ar/,https://www.instagram.com/bodega.iaccarini/?hl=es-la,https://www.facebook.com/BodegaIaccarini,,No,No,Lead
"ZUIZA Helados & Café","",,2604414071,2604414071,"Domicilio  Pellegrini 248 – Ciudad",,https://www.instagram.com/suizaheladeria/,,,No,No,Lead
"BODEGA FAMILIA MORGAN (Bodega) – Las Paredes","",,5492604118353,5492604118353,"El Tambo y Jensen – Las Paredes",https://familiamorgan.com.ar/,https://www.instagram.com/bodegafamiliamorgan/,,,No,No,Lead
"ORIGEN (Restó - Casa de Té – Bar)","",,2604649806,2604649806,"Domicilio  Cubillos 3.201  – Rama Caída",,https://www.instagram.com/origen_ramacaida/?hl=es,,,No,No,Lead
"WAMAI E.V.T. - Turismo Emisivo.","",,260154614567,260154614567,"Chile 755 – Ciudad",http://www.wamaiviajes.tur.ar/index.html,https://www.instagram.com/wamaiviajes/,,,No,No,Lead
"Complejo Villa Ciruelos- Las Paredes","",,5492604617900,5492604617900,"Bertani Sur 1300 – Las Paredes",https://www.villaciruelos.com.ar/,https://www.instagram.com/cabanasvillaciruelos,https://www.facebook.com/villaciruelos,,No,No,Lead
"Atuel Cabañas – Valle Grande","",,"0260 440-3173","","""Ruta Prov. 173",https://www.atuelcabana.com.ar/,http://www.atuelcabana.com.ar/,"",,No,No,Lead
"PARRILLA DE LA FINCA","",,2604500166,2604500166,"Domicilio  Av. H. Yrigoyen 5501 – Las Paredes",,,,,No,No,Lead
"BODEGA FOW & Restó - Cuadro Benegas","",,5492604606882,5492604606882,"DOMICILIO  Calle Mercado 1405 – Cuadro Benegas",https://linktr.ee/fowines,https://www.instagram.com/fowines.fow/,,,No,No,Lead
"S&M Drinks - Ciudad","",,,,"Av. Moreno y Belgrano – Ciudad",,,,,No,No,Lead
"Cabañas El Paraíso Del Valle – Valle Grande","",,"km 18 – Valle Grande""",260154535442,"""Ruta Prov. 173",,https://www.instagram.com/elparaiso_delvalle/,https://www.instagram.com/elparaiso_delvalle/,,No,No,Lead
"La Finca Multiespacio - Ciudad","",,5492604410548,5492604410548,"Patricias Mendocinas 2133 – Ciudad",https://www.lafinca.com.ar/,https://www.instagram.com/cabanaslafincamultiespacio/,,,No,No,Lead
"FINCA EL NEVADO (Bodega) - Rama Caída","",,5492604051563,5492604051563,"Cubillos 2000 – Rama Caída",http://www.fincaelnevado.com,https://www.instagram.com/bodegafincaelnevado/?hl=es-la,https://www.facebook.com/Bodega-Finca-El-Nevado-239465196492754,,No,No,Lead
"Chaglasian Winery & Vineyards","",,2604340827,2604340827,"Ubicación  Valentín  Bianchi 1.600 – Las Paredes",https://chaglasianwinery.com/bodega-boutique-en-san-rafael-mendoza-argentina/Instagram:,https://www.instagram.com/chaglasianwineandsuites/,https://www.facebook.com/Chaglasian,,No,No,Lead
"JOKER VIAJES E.V.T.- Excursiones Locales","",,,,"Los Franceses 25 -Ciudad",http://www.jokerviajes.com.ar/,https://www.instagram.com/jokerviajesevt/,,,No,No,Lead
"CEBO ANDINO (Restaurante) - Los Reyunos","",,,,"R. Prov. 150 km. 30- Los Reyunos",,https://www.instagram.com/kaiketurismo/?hl=es-la,,,No,No,Lead
"JOSSELIN Heladería","",,2604424809,2604424809,"Domicilio  Av. San Martín 85 – Ciudad",,https://www.instagram.com/josselinheladeria/?hl=es,,,No,No,Lead
"BAKO Café - Restó - Valle Grande","",,"5 Valle Grande"," San Rafael.""","""Domicilio    Ruta 173 Km 14",,,,,No,No,Lead
"CANTINA A GO GO - Ciudad","",,260154108487,260154108487,"Avda. San Martín y Chile – Ciudad",,https://www.instagram.com/cantinaagogo/?hl=es,https://www.facebook.com/CantinaaGoGo,,No,No,Lead
"ROCA (Bodega)- Cañada Seca","",,5492604590430,5492604590430,"R. Prov. 165 – La Pichana – Cañada Seca",http://www.rocawines.com,https://www.instagram.com/alfredo.rocawines/?hl=es-la,https://www.facebook.com/BodegaAlfredoRoca,,No,No,Lead
"Maktub Sabores de Medio Oriente","",,"0260 456-9552","","El Pehuenche 1750, M5600 San Rafael, Mendoza, Argentina",https://pedidodirecto.app/maktub,https://www.instagram.com/maktub.sanrafael/,"",https://maps.google.com/?cid=2116254204068205058,No,No,Lead
"POSADA DE CAMPO PURA VIDA - Rama Caída","",," Rama Caída""",,"""Ejército de los Andes 7417",,https://posadapuravida.com.ar/,https://www.instagram.com/posadapura/,,No,No,Lead
"LLAMATIVO Resto /Bar -Cañada Seca","",,2604405557,2604405557,"Domicilio  Ruta 143 El Tropezón",,https://www.instagram.com/llamativorestobar/?hl=es-la,https://www.facebook.com/p/Llamativo-Resto-Bar-100083025745805/,,No,No,Lead
"ZEQUECH RESTAURANTE - Valle Grande","",,,,"R. Prov. 173 km 22  – Valle Grande",,https://www.instagram.com/zequech_resto_bar/,,,No,No,Lead
"BOMBASTICK San Rafael - Burger-Bar","",,2604604343,2604604343,"Domicilio  Av. H. Yrigoyen 2.451 – Las Paredes",,https://www.instagram.com/bombastick.sanrafael/,,,No,No,Lead
"Cabañas Tardecitas Del Atuel – Rama Caída","",,260154504933,260154504933,"La Bodega 800 – Rama Caída",,https://www.instagram.com/tardecitas2020/,https://www.facebook.com/cabanas.t.sanrafael/,,No,No,Lead
"Apart Hotel Milenium - 1 Estrella","",,5492604651295,5492604651295,"Coronel Day 20 – Ciudad",http://www.apartmilenium.com.ar/,https://www.instagram.com/plaza_milenium_hotel_y_apart/,,,No,No,Lead
"RINCON DEL VALLE (Restó-Bar) - Valle Grande","",,"5 – Valle Grande""",,"""R. Prov. 173 km 24",,http://www.rincondelvallecab.com.ar/,https://www.instagram.com/restorincondelvalle/,,No,No,Lead
Yancanelo,"",,"0260 443-5197","","Av. Hipólito Yrigoyen 4030, San Rafael, Mendoza, Argentina",http://www.yancanelo.com/,"","",https://maps.google.com/?cid=983784894698513773,No,No,Lead
"La Carmelita- Las Paredes","",,,,"Carmona 2500 – Las Paredes",http://www.fincalacarmelitahotel.com/,,,,No,No,Lead
"CAÑON DEL ATUEL- E.V.T. Turismo Emisivo","",,,,"Av. San Martín 325 – Ciudad",,,,,No,No,Lead
"Oro Verde","",,"0260 461-7366","","Av. Juan B. Alberdi 500, M5600HKJ San Rafael, Mendoza, Argentina",https://instagram.com/oroverdesrl?igshid=YmMyMTA2M2Y=,"","",https://maps.google.com/?cid=13154873282284940714,No,No,Lead
Ketobac,"",,"0260 442-2082","","Av. Gral. José de San Martín 175, M5600 San Rafael, Mendoza, Argentina",http://www.ketobac.com/,"","",https://maps.google.com/?cid=18333753111439069129,No,No,Lead
"ALMALEK - Restó / Bar -  San Rafael","",,2604264633,2604264633,"Domicilio  Av. Hipolito Yrigoyen 1650 – Ciudad",https://linktr.ee/almalekrestaurante,https://www.instagram.com/almalek_shawarma/profilecard/?igsh=MXA1eTdyOWRoMDRydg%3D%3D,"",,No,No,Lead
"Apart Hotel Cavis - 1 Estrella","",,5492604600662,5492604600662,"Avenida  Balloffet 150 – Ciudad",https://www.aparthotelcavis.com.ar/,,,,No,No,Lead
"Secretos del Monte","",,"0260 453-4177","","5600, Justo en frente de GNC pacifico, Av. Ing. Julio Balloffet 2869, M5600 San Rafael, Mendoza, Argentina",http://www.secretosdelmonte.com/,"","",https://maps.google.com/?cid=8477328962055156805,No,No,Lead
"ASTOR Cervecería - San Rafael","",,"","","Av. Balloffet 396 – Ciudad",https://sanrafaelturismo.gov.ar/2022/03/30/astor-cerveceria/,https://www.instagram.com/astor.sanrafael/,"",,No,No,Lead
"Apart Hotel Ayum Elun Aldea de Río - Valle Grande","",,"0260 453-8866",5492604538866,"""Ruta Prov. 173 km 20",https://www.ayumelun.com/,http://www.ayumelun.com/,https://www.instagram.com/ayumelun.aldeaderio/,,No,No,Lead
"Hostel Shanti-Las Paredes","",,260154660674154663902,260154660674154663902,"Av. Hipólito Yrigoyen 2602 -Las Paredes",http://www.shantihostel.com.ar/,https://www.instagram.com/shanti.hostel/?hl=es,https://www.facebook.com/Shanti-Hostel-169966623058058/?ref=br_rs,,No,No,Lead
"Cabañas Altos Del Valle – Rama Caída","",,,,"Cubillos 8000 – Rama Caída",http://www.altosdelvallesr.com.ar/,,,,No,No,Lead
"Cabañas Los Niyus – Rama Caída","",,260154694868,260154694868,"Calle Cubillos 4035 – Rama Caída",,https://www.instagram.com/losniyus/,,,No,No,Lead
"Cabañas Valle Grande Hotel de Montaña – Estrella – Valle Grande","",," km 35 – Valle Grande""",,"""Ruta Prov. 173",,http://www.hotelvallegrande.com/,,,No,No,Lead
"Cabañas El Abrazo – Rama Caída","",,260154679616,260154679616,"Ejercito De Los Andes 9000 – Rama Caída",http://www.cabanaselabrazo.com.ar/,https://www.instagram.com/cabanaselabrazo/,,,No,No,Lead
"Hotel Ciudad – 1 Estrella","",,2604385362,2604385362,"Entre Ríos 96 – Ciudad",,https://www.instagram.com/hotel.ciudadsr/?hl=es,,,No,No,Lead
"Cabañas Los Chalecitos – Valle Grande","",,,,"Ruta N  173 km. 13 – Valle Grande.",http://www.loschalecitos.com.ar/,https://www.instagram.com/loschalecitosok/?hl=es,https://www.facebook.com/loschalecitosok/,,No,No,Lead
"Cabañas Aitué- Valle Grande","",,"1 – Valle Grande""",2604090644,"""Ruta Prov. 173 km 25",,http://www.complejoaitue.com.ar/,,,No,No,Lead
"Hotel Inti’s- 1 Estrella","",,2601545570742604129999,2601545570742604129999,"Corrientes 35 – Ciudad – GPS S  34º 37.098  O  68º 19.889",,https://www.instagram.com/hotelintis_/?hl=es,,,No,No,Lead
"Cabañas La Montielita - Rama Caída","",,2604056615,2604056615,"Domicilio  RN143 km 511  entre calles Arroyo y Gutierrez  – Rama Caída",https://www.lamontielita.com.ar/,https://www.instagram.com/lamontielitamza/,,,No,No,Lead
"Cabañas Complejo Turístico Motel Cañón Del Atuel – Cañón del Atuel","",,2604551525,2604551525,"Ruta Prov. 173 km 60- Cañón del Atuel",,,,,No,No,Lead
"Cabañas Cangallo - Ciudad","",,5492604582250,5492604582250,"Cangallo 1428- Ciudad",https://www.cabanascangallo.com/?fbclid=PAZXh0bgNhZW0CMTEAAafc-XQ70qYCDCCwIE0h1mAHYTmVL9GtM8Euv9XGCChGatQ-zA7rUeAvVR1WXA_aem_ufgDL554yRPdLMV20fQwJw,https://www.instagram.com/cabanascangallo.sanrafael/?hl=es,,,No,No,Lead
"Hotel Almería – 2 Estrellas","",,2604438020,2604438020,"Barcala 221 – Ciudad",http://www.almeriahotel.com.ar,https://www.instagram.com/hotel_almeria_san_rafael/?hl=es,,,No,No,Lead
"Cabañas Inti Co - Los Reyunos","",,5492604563767,5492604563767,"Club de Pesca y Náutica – Los Reyunos",http://www.losreyunossanrafael.com,https://www.instagram.com/inticolosreyunos/,,,No,No,Lead
"AL ANTOJO DEL COCINERO(Resto) - Ciudad","",,"0261 333-7364","","Av. Balloffet 173 – Ciudad",https://www.facebook.com/Al-Antojo-del-Cocinero-401475969975590/?utm_source=foodlocate.com&utm_medium=referral,https://www.instagram.com/alantojodelcocinero/,https://www.facebook.com/Al-Antojo-del-Cocinero-401475969975590,,No,No,Lead
"Hotel San Rafael – 3 Estrellas","",,260443012728,260443012728,"Domicilio  Day 30 – Ciudad",http://www.sanrafaelhotel.com.ar,,,,"Sí",No,Lead
"Cabañas Finca Silvestre – Las Paredes","",,5492604532314,5492604532314,"https   wa.me 5492604532314",http://www.fincasilvestre.com.ar/,https://www.instagram.com/fincasilvestre/,,,No,No,Lead
"Hotel Nuevo Mundo – 3 Estrellas","",,5492604630087,5492604630087,"Av. Balloffet 725 – Ciudad",,https://www.instagram.com/hotelnuevomundo1503/?hl=es,,,No,No,Lead
"Cabañas Balcón Del Atuel – Valle Grande","",,"km 18 – Valle Grande""",260154679932,"""Ruta Prov. 173",,http://www.balcondelatuel.com.ar/,https://www.instagram.com/balcondelatuel/,,No,No,Lead
"Hostel Rogupani - Ciudad","",,5492604419889,5492604419889,"B. De Irigoyen 695 – Ciudad",,,,,No,No,Lead
"Cabañas Tierra Virgen – Villa 25 de Mayo","",,5492604593961,5492604593961,"https   wa.me 5492604593961",http://www.tierravirgencabanas.com/,,https://www.facebook.com/tierravirgencabanas/,,No,No,Lead
"Cabañas Altos la Villa – Villa 25 de Mayo","",,5492604392739,5492604392739,"9 de julio 450 – Villa 25 de Mayo",http://www.altoslavilla.com.ar,https://www.instagram.com/altoslavilla/,,,No,No,Lead
"Cabañas Calderón – Las Paredes","",,5492604351626,5492604351626,"Avenida  Hipólito  Yrigoyen 2480 – Las Paredes",http://www.cabanascalderon.com.ar/,https://www.instagram.com/cabanascalderon/,,,No,No,Lead
"Cabañas La Cosecha – Rama Caída","",,260154418312,260154418312,"Cubillos 6165 –  Rama Caída",https://www.cabanaslacosecha.com.ar/,https://www.instagram.com/cablacosecha/,,,No,No,Lead
"Hotel Dalí- 1 Estrella","",,,,"Belgrano 44 – Ciudad",http://www.dalihotel.com.ar/,,,,No,No,Lead
"Cabañas San Francisco – Las Paredes","",,5492604586617,5492604586617,"Bentos 124 – Las Paredes",,,,,No,No,Lead
"Cabañas Jim-Yes – Rama Caída","",,,,"Cubillos 5735 – Rama Caída",,,,,No,No,Lead
"Hotel Nitra II – Valle Grande – 3 Estrellas","",,2604530067,2604530067,"Ruta Prov. N  173 km 25.2 – Valle Grande",http://www.hotelesnitra.com.ar/hotel-san-rafael.html,,,,No,No,Lead
"Cabañas Ayum Elun Aldea de Río – Valle Grande","",,"5 – Valle Grande""",260154538866,"""Ruta Prov. 173 km 20",,http://www.ayumelun.com/,https://www.instagram.com/ayumelun.aldeaderio/,,No,No,Lead
"Cabañas Villa Santa Clara Del Atuel- Valle Grande","",,,,"Ruta Prov. 173 km 12 – Valle Grande",http://www.villasantaclara.net/,https://www.instagram.com/villasantaclaradelatuel/?hl=es-la,https://www.facebook.com/santaclaradelatuel,,No,No,Lead
"VIENTO ANDINO Complejo de Cabañas","",,5492604400666,5492604400666,"Sardini Sur 1205 – Las Paredes",https://www.vientoandino.com.ar/?fbclid=PAZXh0bgNhZW0CMTEAAac9ZGGQsolyho_eHdiohl7EJPDeHHd6VuI_1JG7q4ZcAFtoc6kJ8SOed32dsQ_aem_qluQ6l4F4DLacakHk2ZCZQ,https://www.instagram.com/complejovientoandino?igsh=cWw5amQzdHoxMTAz&utm_source=qr,,,No,No,Lead
