id,nombre,email,telefono,whatsapp,direccion,website,instagram,facebook,google_maps_url,is_premium,verificado
145,"Secretos del Monte",,"0260 453-4177","","5600, Justo en frente de GNC pacifico, Av. Ing. Julio Balloffet 2869, M5600 San Rafael, Mendoza, Argentina",http://www.secretosdelmonte.com/,"","",https://maps.google.com/?cid=8477328962055156805,0,0
146,"KYLO Restó",,2604607528,2604607528,"Domicilio  Day 235 – Ciudad",,https://www.instagram.com/kylo.san.rafael/?hl=en,,,,0
147,"EPSILONCRU VINEYARDS (Bodega) - Las Paredes.",,"Las Paredes.""",5492604397784,"""El chañaral 3698",,https://epsiloncvineyards.com/,https://www.instagram.com/epsiloncru.vineyards/,,,0
148,"TOWDAH VIAJES - Empresa de Viajes y Turismo",,5492604036822,5492604036822,"Agencia 100   On Line",https://www.towdahviajes.com.ar/Instagram:,https://www.instagram.com/towdahviajes/,,,,0
149,"THE CLUB ( Restaurant & Bar) - Barrio TAC- Ciudad",,5492604059405,5492604059405,"Canadá 12  – Barrio TAC – Ciudad de San Rafael",https://www.theclub.com.ar/,https://www.instagram.com/stories/theclubsanrafael/?hl=es,,,,0
150,"GOOD PANCHO 19 - Ciudad",,,,"Avda. Balloffet 115 – Ciudad",,https://www.instagram.com/goodpancho.sr/,https://www.facebook.com/Pancho19SanRafael,,,0
151,"NINA (Café- Bar) -Ciudad",,2604356668,2604356668,"Domicilio  San Martín y Olascoaga – Ciudad",,https://www.instagram.com/nina_cafebar/,,,,0
152,"HOTEL VALLE GRANDE - Valle Grande",,5492604401313,5492604401313,"R. Provincial 173 Km 35 – Valle Grande",http://hotelvallegrande.com.ar/,,,,,0
153,"LA ALICIA (Restaurante & Hotel de campo)",,"San Rafael""",2604545545,"""Domicilio  Goudge",,,https://www.instagram.com/hotel_laalicia/?hl=es,,,0
154,"PARADOR EL DESVIO- El Desvio",,2604350203,2604350203,"Ubicación  Ruta Nacional 144 y Ruta Provincial 180- Desvio El Nihuil",,,,,,0
155,"Casas de Campo La Josefina – Rama Caída",,,,"Los Olivos 1050 – Rama Caída",,,,,,0
156,"EL PINITO - Heladerías",,2604595379,2604595379,"Domicilio  Av. Hipólito Yrigoyen 1565 – Ciudad",,https://www.instagram.com/elpinito_helados/?hl=es,,,,0
157,"Valle Grande Hotel de Montaña- 3 Estrellas",,5492604401313,5492604401313,"R. Prov 173 km 35  – Valle Grande",http://www.hotelvallegrande.com,,,,,0
158,"DE MARTIS TURISMO- E.V.T. (Sucursal San Rafael) - Turismo Emisivo",,,,"Chile 462 –  Local 2- Planta Baja – Ciudad",http://www.demartis.com.ar/,,,,,0
159,"SUMUS Crepes & Coffe / Juguería - Ciudad",,,,"Domicilio   Av. San Martín 265 – Ciudad",,https://www.instagram.com/sumussanrafael/,,,,0
160,"COMPLEJO UTN Los Reyunos",,2604021708,2604021708,"Ubicación  Ruta Provincial 150 – Los Reyunos",https://www.reyunos.utn.edu.ar/habitaciones.html,https://www.instagram.com/utn_losreyunos/?hl=es,,,,0
161,"ANAHI- Helados",,"",2604019103,"Ubicación  Av. Hipólito Yrigoyen  1475- Ciudad",https://www.pedidosya.com.ar/restaurantes/san-rafael/heladeria-anahi-san-rafael-menu,https://www.instagram.com/heladosanahi/?hl=es-la,https://www.facebook.com/heladosanahi/?locale=es_LA,,,0
162,"EL PATIO (Café Bar) - Ciudad",,154061648,154061648,"Domicilio  Hipólito Yrigoyen 1555 – Ciudad",,https://www.instagram.com/elpatio.goodfood/?hl=es,https://www.facebook.com/elpatiobeerhouse,,,0
163,"Apart Hotel Patios del Mediterráneo – 1 Estrella",,,,"Avenida San Martín 77  – Ciudad",http://www.patiosdelmediterraneo.com/,https://www.instagram.com/patio.mediterraneo.apart.hotel/,,,,0
164,"PANCHO 19 - Ciudad",,,,"Day  239 – Ciudad",,,,,,0
165,"RITUAL (Minutas- Cervecería) - Ciudad",,,,"Domicilio  Av. Sarmiento 2100 – Ciudad",,https://www.instagram.com/ritualcomidasycerveza/?hl=es,https://www.facebook.com/ritualcomidasycerveza,,,0
166,"RITUAL (Minutas- Cervecería) - Ciudad",,,,"Domicilio  Av. Sarmiento 2100 – Ciudad",,https://www.instagram.com/ritualcomidasycerveza/?hl=es,https://www.facebook.com/ritualcomidasycerveza,,,0
167,"LA COCINA DE PETTRA (Resto)",,,,"Bartolomé Mitre 3866, B1650 San Martín, Provincia de Buenos Aires, Argentina",https://linktr.ee/lacocinadepettra,https://www.instagram.com/lacocinadepettra/,"",,,0
168,"LUPE TAQUERIA BAR (Taquería- Bar)",,2604572729,2604572729,"Domicilio  Av. Mariano Moreno y Chile – Ciudad",,,,,,0
169,"SDG TRAVEL- Turismo Emisivo",,2604559238,2604559238,"Avellaneda 243 – Ciudad",http://www.sdgtravel.net/,https://www.instagram.com/sdgtravel2020/,,,,0
170,"Chaglasian Wine & Suites – Las Paredes",,,,"Valentín Bianchi 1600 -Las Paredes",https://chaglasianwinery.com/Instagram:,https://www.instagram.com/chaglasianwineandsuites/?hl=es,,,,0
171,"MENDOSUR E.V.T. Excursiones Locales y Turismo Emisivo",,,,"Av. Balloffet 54 – Ciudad",http://www.turismomendosur.com.ar/,https://www.instagram.com/mendosur_excursiones/?hl=es-la,https://www.facebook.com/www.turismomendosur.com.ar,,,0
172,"MAJAL SUSHI - Ciudad",,"","","Los Franceses 25 – Ciudad",https://majalsushi.com.ar/,https://www.instagram.com/majalsushi/,"",,,0
173,"LA MANSA GRILL HOUSE - Cuadro Bombal - Cuadro Nacional",,"5-  Cuadro Bombal – Cuadro Nacional""",260154238499154062002,"""Ruta 146 km 383",,https://lamansa.com.ar/,https://www.instagram.com/lamansawinesestates/,,,0
174,"SURCANDO VIAJES E.V.T. - Turismo Emisivo",,260154221266,260154221266,"Olascoaga 155 Local 3 – Ciudad",,https://www.instagram.com/surcandoviajes/,https://www.facebook.com/surcandoviajes/,,,0
175,"SURCANDO VIAJES E.V.T. - Turismo Emisivo",,260154221266,260154221266,"Olascoaga 155 Local 3 – Ciudad",,https://www.instagram.com/surcandoviajes/,https://www.facebook.com/surcandoviajes/,,,0
176,"EL MATUNGO Restaurante",,"Villa 25 de Mayo","San Rafael.""","""Domicilio  Los Andes 263",5492604502558,,,,,0
177,"NORDICO - Cerveza al Paso - Ciudad",,,,"H. Yrigoyen 718 – Ciudad",,https://www.instagram.com/elnordicocraftbeer/?hl=es,https://www.facebook.com/elnordicocraftbeer,,,0
178,"MOSTAZA - Ciudad",,,,"Avenida Hipólito Yrigoyen 1530 – Ciudad",http://www.mostazaweb.com.ar,,,,,0
179,"BLASCO E.VT. - Turismo Emisivo",,,,"Bombal 70 – Ciudad",,https://www.instagram.com/blascoviajes/?hl=es-la,https://www.facebook.com/pages/category/Travel-Company/Blasco-Viajes-1960993763965371/,,,0
180,"PARRILLA AL CAR",,2604560049,2604560049,"Domicilio   Ruta Nacional 143 – Salto de Las Rosas- San Rafael",,,https://www.facebook.com/profile.php?id=100056740227713,,,0
181,"BALCARCE (Café) - Ciudad",,,,"Domicilio  25 de Mayo esq. E. Ríos – Ciudad",,https://www.instagram.com/balcarcesanrafaelok/?hl=es-la,,,,0
182,"Casa Quinta Las Rosas – La Llave",,,,"San Martín y Bernardino Izuel – La Llave",http://www.casaquintalasrosas.com.ar/,,,,,0
184,"Finca La Encantada – Rama Caída",,,,"Los Olivos 900 – Rama Caída",http://www.fincalaencantada.com/,https://www.instagram.com/fincalaencantada/?hl=es,,,,0
185,"LA BICICLETA Resto Bar - Valle Grande",,"5 – Valle Grande""",,"""Domicilio  R. Prov. 173 km. 20",,,https://www.instagram.com/labicicletaresto/,,,0
186,"Cabañas La Horqueta – Rama Caída",,,,"Cubillos 6165 – km 5- Rama Caída",http://www.complejolahorqueta.com.ar/,,https://www.facebook.com/santiago.toledo1,,,0
187,"Cabañas Agata – Valle Grande",,"km 22","5 – Valle Grande""","""Ruta Prov. 173",2604667079,,http://www.agatacabanas.com.ar/,,,0
188,"RISCO VIAJES E.V.T. - Excursiones Locales y Turismo Emisivo.",,,,"Av. San Martín 261 -Ciudad",https://www.riscoviajes.com/,https://www.instagram.com/riscoviajes/?hl=es-la,https://www.riscoviajes.com/,,,0
189,"FUNEZ UN BAR - Café - Bar",,"Ciudad de San Rafael.""",2604310229,"""Domicilio   Dean Funes 890",,,https://www.instagram.com/funez.unbar/,,,0
190,"Apart Hotel Los Carolinos Lodge – Villa 25 de Mayo",,5492604535254,5492604535254,"https   wa.me 5492604535254",http://www.loscarolinoslodge.com/,https://www.instagram.com/loscarolinoslodge/,,,,0
191,"DUVAR Resto Club -",,2604664018,2604664018,"Domicilio  Hipólito Yrigoyen 3524 – Las Paredes",,https://www.instagram.com/duvarrestoclub/,,,,0
192,"La Casona de Crismajo – Cuadro Benegas",,260154664695,260154664695,"Mercado 300 – Cuadro Benegas",,https://www.instagram.com/lacasona.decrismajo/?hl=es,,,,0
193,"PARRILLA LO DEL TURCO - Ciudad",,2604677105,2604677105,"Domicilio  Callao 600 – Ciudad",,https://www.instagram.com/parrillalodelturco/?__d=11,,,,0
194,"LA JUANITA (Restó de Campo ) - Las Paredes",,,,"Domicilio  V. Bianchi 5500 – Las Paredes",,https://www.instagram.com/lajuanitarestaurantcasadete/?hl=es,,,,0
195,"Hotel Balloffet – 1 Estrella",,,,"Av. Balloffet 326 – Ciudad",,,,,,0
196,"ARGANA WINE (Bodega) - Atuel Norte",,2604407699,2604407699,"R. Nac. 143 km 475 – Atuel Norte",http://arganawines.com.ar/es/,https://www.instagram.com/arganawines/?hl=es-la,"",,,0
197,"BABEL (Bar Restó) - Ciudad",,,,"Av. Hipólito Yrigoyen 1574 – Ciudad",,,https://www.facebook.com/BabelBarResto,,,0
198,"POSADA DE CAMPO PURA VIDA - Rama Caída",," Rama Caída""",,"""Ejército de los Andes 7417",,https://posadapuravida.com.ar/,https://www.instagram.com/posadapura/,,,0
199,"Cabañas Balcón Del Atuel – Valle Grande",,"km 18 – Valle Grande""",260154679932,"""Ruta Prov. 173",,http://www.balcondelatuel.com.ar/,https://www.instagram.com/balcondelatuel/,,,0
200,"SYRAH Restaurante - Las Paredes",,"Las Paredes""",2604802010,"""Domicilio  El Chañaral 2000",,,https://www.instagram.com/syrah.resto/?gad_source=1&gclid=Cj0KCQjw3vO3BhCqARIsAEWblcDFWPb93sIYZu5aUHw3SRF4vk4uDEcq2sI5xMSfaIBcqSuX1yDuW5waAlZaEALw_wcB,,,0
201,"DON CARLOS (Café-Bar) - Ciudad",,260154519325,260154519325,"Domicilio  Avenida Hipólito Yrigoyen 71 – Ciudad",,,,,,0
202,"LA BODEGA RESTO - Ciudad",,,,"Domicilio  Av. Deán Funes 898 – Ciudad",,,,,,0
203,"SUTER PETIT RESTO - Cocina de Autor",,2604808681,2604808681,"Ubicación  Av. Hipólito Yrigoyen 3003 – Las Paredes",https://linktr.ee/suterpetitresto,,,,,0
204,"PATIO DE COMIDAS &#8220;FOOD PARK - Ciudad",,,,"Hipólito Yrigoyen 1680 – Ciudad",,https://www.instagram.com/foodpark.sr/?hl=es-la#,,,,0
205,"MALUFA E.V.T. - Excursiones Locales",,,,"Chile 642 – Ciudad",http://www.malufaviajes.com.ar/,https://www.instagram.com/malufaviajes/,,,,0
206,"DIAMANTE VIAJES E.V.T. Excursiones Locales y Turismo Emisivo",,,,"Av. Hipólito Yrigoyen 824 -Ciudad",http://www.diamanteviajes.tur.ar/,https://www.instagram.com/diamanteviajesok/?hl=es-la,https://www.facebook.com/diamanteviajes/,,,0
207,"Chef Indoors Take Away",,"0260 15-402-4206","","Hipólito Buchardo 1770, M5600 San Rafael, Mendoza, Argentina","","","",https://maps.google.com/?cid=2651370814797349809,,0
208,"Martina Manuel Cabañas – Valle Grande",,"Km. 13.5 – Valle Grande""",111526978208,"""Ruta Prov. 173",,https://www.martinamanuel.com/,https://www.instagram.com/cabanasmartinamanuel/,,,0
209,"ENCUENTRO`S Café Resto Bar - Ciudad",,,,"Paseo de Los Niños 30- Parque Hipólito Yrigoyen- Ciudad",,,,,,0
210,"ALOHA Heladería - San Rafael",,2604562367,2604562367,"Ubicación  Chile 51 y 9 de Julio esq. Jujuy- San Rafael","",https://www.instagram.com/heladosaloha.sanrafael/,"",,,0
211,"HIMOFF (Panchos - Minutas ) - Ciudad",,,,"Domicilio  Saavedra 2 – Ciudad",,https://www.instagram.com/himoff_pancheria/?hl=es-la,,,,0
212,"ANTIDOTO GINTONERIA",,2604323232,2604323232,"Avda. Hipólito Yrigoyen Esq. Pueyrredón – Ciudad","",https://www.instagram.com/antidoto.gintoneria/?hl=es,https://www.facebook.com/antidoto.gintoneria,,,0
213,"RISTTRETO Café",,2604557559,2604557559,"Domicilio  Pellegrini 40    – Ciudad",,https://www.instagram.com/ristretto.cafe.bar/?hl=es-la,,,,0
214,"COCINA DE FUEGO (Parilla) - Ciudad",,260154596800,260154596800,"Domicilio  Avda. San Martín 220 – Ciudad",,https://www.instagram.com/cocinadefuego/,,,,0
215,"COCINA DE FUEGO (Parilla) - Ciudad",,260154596800,260154596800,"Domicilio  Avda. San Martín 220 – Ciudad",,https://www.instagram.com/cocinadefuego/,,,,0
216,"GUANTANAMO POOL BAR - Ciudad",,,,"Hipólito Yrigoyen 1630 – Ciudad",,https://www.instagram.com/guantanamo.sanrafael/?hl=es,,,,0
217,"LA PREVIA Restó",,2604419615,2604419615,"Domicilio  Av. H. Yrigoyen 2717  – Ciudad",,https://www.instagram.com/laprevia.resto/,,,,0
218,"ATHENA (Bar - Cervecería)- Ciudad",,,,"Avda. H. Yrigoyen 1652  – Ciudad",,https://www.instagram.com/athena.sanrafael/,,,,0
219,"NATURALEZA TURISMO - E.V.T. Turismo Emisivo",,2604060643,2604060643,"Santa Fé 15- Local 2",,https://www.instagram.com/naturalezaturismo.sr/,https://www.facebook.com/profile.php?id=100063787460487,,,0
220,"MURVILLE (Bodega / Espumantes) - Las Paredes",,5492604347435,5492604347435,"Av. Hipólito Yrigoyen 5814 – Las Paredes",http://www.murville.com,https://www.instagram.com/bodegamurville/?hl=es-la,https://www.facebook.com/bodega.murville,,,0
221,"TIERRA DEL VINO E.V.T. - Excursiones Locales",,260154311572,260154311572,"Av. San Martín 416 – Ciudad",http://www.tierradelvino.com.ar/,https://www.instagram.com/tierradelvinoexcursiones/,,,,0
222,"Chalet Los Troncos - Cuadro Benegas",,260154630935,260154630935,"El Moro 3500 – Cuadro Benegas",,https://www.instagram.com/chaletlostroncos/?hl=es,,,,0
223,"SAN ISIDRO - Café Restó - Ciudad",,,,"Avda. Hipólito Yrigoyen 700 – Ciudad",,https://www.instagram.com/cafesanisidro.sr/,,,,0
224,"BIERO (Cervecería) - Ciudad",,,,"Avenida  Av. Hipólito Yrigoyen 2065 – Ciudad",,https://www.instagram.com/bierodraftbeer/?hl=es,https://www.facebook.com/bierodraftbeer,,,0
225,"Finca El Alpataco- Rama Caída",,,,"Ejército De Los Andes 5007 – Rama Caída",,,,,,0
226,"BRUTO Café- Ciudad",,2604663800,2604663800,"San Martin y Olascoaga – Ciudad",,https://www.instagram.com/bruto_panaderia/?hl=es,,,,0
227,"FINCA AMAKAIK -Viñedos - Bodega - Enoturismo",,1153349712,1153349712,"Domicilio   Calle Larga  5 y Rio Atuel – Cañada Seca – San Rafael",https://www.fincamakaik.com.ar/,https://www.instagram.com/amakaikvinos/,,,,0
228,"PORTAL DEL ATUEL (Restó) - Valle Grande - (1)",,,,"R. Prov. 173 km 35 -Valle Grande","http://: www.portaldelatuel.com.ar",,,,,0
229,"MIKELINO´S - Pizzería",,2604225441,2604225441,"Domicilio  Av. H. Yrigoyen 1663   -Ciudad",,https://www.instagram.com/mikelinosoficial/?hl=es,,,,0
230,"INTI- CO(Restó) -Los Reyunos",,260154563767,260154563767,"Club de Náutica y Pesca –  Los Reyunos",,https://www.instagram.com/inticolosreyunos/,,,,0
231,"VENAMI (Café)- Ciudad",,,,"Maza y E. Civit  – Ciudad",,,,,,0
232,"MORITA MIA- Complejo Vacacional - Rama Caída.",,1166757437,1166757437,"Calle Quiroga 500 – Rama Caída.-",https://moritamia.com.ar/,https://instagram.com/complejo.moritamia?utm_medium=copy_link,https://www.facebook.com/complejo.moritamia?mibextid=LQQJ4d,,,0
233,"BODEGA BOUTIQUE IBARRA (Bodega / Restaurante) - Rama Caída",,5492604040144,5492604040144,"Cubillos 3550 – Rama Caída",http://www.bodegafamiliaibarra.com.ar,https://www.instagram.com/bodegaibarra/?hl=es,https://www.facebook.com/BodegaBoutiqueIbarra,,,0
234,"SAN TELMO Restó & Bar - Ciudad",,2604398872,2604398872,"Domicilio  Hipólito Yrigoyen 344 – Ciudad",,https://www.instagram.com/santelmobarcafe.sr/,,,,0
235,"ESTACION BELGRANO (Sandwichería) - Ciudad",,,,"Av. San Martín 307 – Ciudad",,,,,,0
236,"ICONO VIAJES E.V.T. - Turismo Emisivo -",,2604420155,2604420155,"Domicilio  Buchardo 30",https://www.iconoviajes.tur.ar/,https://www.instagram.com/iconoviajes/,,,,0
237,"AYUM ELUN ALDEA DE RIO - (Restaurante) - Valle Grande - (1)",,"5 – Valle Grande""",5492604538866,"""Ruta  Provincial Nº  173 Km. 20",,http://www.ayumelun.com,,,,0
238,"Cabañas Acacias de la Villa – Villa 25 de Mayo",,5492604554965,5492604554965,"Sarmiento 148 – Villa 25 de Mayo",http://www.acaciasdelavilla.com.ar/,,,,,0
239,"SANTAGUCHERIA - Sandwicheria",,,,"Domicilio  Av. H. Yrigoyen 2468   – Las Paredes",,https://www.instagram.com/santagucheria/,,,,0
240,"Corbo Wine Bar - Ciudad",,,,"Domicilio  Av. Hipólito Yrigoyen 1600 – Ciudad",,https://www.instagram.com/corbo.winebar/,,,,0
241,"BONAFIDE Cereales (Café) - Cuadro Nacional",,,,"Av. Mitre 3001 – Cuadro Nacional",,https://www.instagram.com/bonafide.sanrafael/?hl=es-la,,,,0
242,"MANO NEGRA (Resto Bar)",,2604010510,2604010510,"Domicilio  Lago chico Valle Grande  antes de subir caracoles a la derecha",,,,,,0
243,"CHAKANA Bar (Café -Bar) - Valle Grande",,,,"Ruta Prov. 173 km 20 – Valle Grande",http://www.saintjosephweb.com.ar/,,,,,0
244,"OPORTO RESTAURANTE -Ciudad",,2604671861,2604671861,"Avenida Balloffet 124",,https://www.instagram.com/oporto.sr/?hl=es,,,,0
245,"BODEGA GRAND ESTATE (vinos)",,5492604594274,5492604594274,"Domicilio  Castelli 1331 –  CP 5600  – Ciudad",https://grandestate.com.ar/Instagram:,https://www.instagram.com/turismograndestate/,,,,0
246,"BODEGA TORNAGHI (Bodega) - Ciudad",,,,"Pasteur 715 – Ciudad",http://www.tornaghi.com.ar/,https://www.instagram.com/tornaghiwines/?hl=es-la,https://www.facebook.com/tornaghiwines,,,0
248,"SABORES DE MI PUEBLO - Villa 25 de Mayo",,5492604317897,5492604317897,"San Martin 295 – Villa 25 de Mayo",,https://www.instagram.com/saboresdemipueblo25/,,,,0
249,"PIZZA MARCA (Pizzería) - Ciudad",,,,"Domicilio. Avda. San Martin 479 – Ciudad",,,,,,0
250,"LA TANA - Ciudad",,,,"Domicilio  Dean Funes 10 – Ciudad",,https://www.instagram.com/latanapizzassr/?hl=es,,,,0
251,"EL CABLE Restaurante - Parrilla",,2604577795,2604577795,"Ubicación  Ruta Provincial 175 – Rama Caída –  San Rafael",,https://www.instagram.com/elcablewakepark/,,,,0
252,"EL VIEJO BODEGON - (Restó) - Las Paredes",,2604550000,2604550000,"Domicilio  Avda. Hipólito Yrigoyen 2299 – Las Paredes",https://www.elviejobodegonsr.com/?fbclid=IwY2xjawFo9HZleHRuA2FlbQIxMAABHYf3IVowPVwcjavItqOTCofyS7UIdGAieEM5xAVeWp5FIsWSLh4ccW1RGQ_aem_xysWOVaEKZysqctxF_0s5g,https://www.instagram.com/elviejobodegonsr/,https://www.facebook.com/elviejobodegonsanrafael,,,0
253,"EL COYOTE - E.V.T. Excursiones Locales",,5492602604530508,5492602604530508,"Carlos W. Lencinas 51 Loc. 1  – Ciudad",https://elcoyoteviajesyturismo.tur.ar/,https://elcoyoteviajesyturismo.tur.ar/,,,,0
254,"SR. CAFE (Café- Bar)",,2604429107,2604429107,"Domicilio  San Martín esq. H. Yrigoyen – Ciudad",,,https://www.facebook.com/Sr.cafeSR/?paipv=0&eav=Afak9LSFxaW4qatHySQ6zOMeujDbG4E1B7DmVbUmhh-PnurVg3MX3__cljWmgURHSPM&_rdr,,,0
255,"Barrancas Suites – Villa 25 de Mayo",,5492604539394,5492604539394,"La Bodega S N – Villa 25 de Mayo",http://www.barrancassuites.com/,,,,,0
256,"VALLES DEL SOL E.V.T.- Turismo Emisivo",,,,"Av. Rodolfo Iselin 58 – Ciudad",http://www.vallesdelsol.com.ar,,https://www.facebook.com/valles.delsol,,,0
257,"MARTYNIUK Lodge - Las Paredes",,"Las Paredes""",5491130400204,"""Calle Los Maitenes Nº 1600",,http://martyniuk.ar/,https://www.instagram.com/martyniuk_lodges/?utm_medium=copy_link,,,0
258,"CASA MADRE Restaurante- Casa de Té",,2613895474,2613895474,"Domicilio  Avenida  Hipólito Yrigoyen 5814 – LAS PAREDES",,https://www.instagram.com/casamadre2024/,https://www.facebook.com/people/Frambuesa-pasteler%C3%ADa-cafe-resto/100051045673835/?locale=es_ES,,,0
259,"SAJET E.V.T.- Turismo Emisivo",,260154518355,260154518355,"Cnel. Suarez 605 – Ciudad",http://www.sajet.com.ar/,,,,,0
260,"GARRISON CAFE- BAR - Ciudad",,,,"Domicilio  Avda. H. Yrigoyen 355 – Ciudad",,https://www.instagram.com/garrison.cafebar/,,,,0
261,"LUCI Agencia de Viajes - Excursiones Locales y Turismo Emisivo.",,54926043486685492604672643,54926043486685492604672643,"Agencia On Line",,https://www.instagram.com/agencialuciviajesok/,,,,0
262,"AUKAN EXPEDICIONES - Excursiones Locales y Turismo Emisivo.",,,,"Avda. El Libertador 20 piso 3 of. 10 – Ciudad",http://www.aukanexpediciones.com/,,,,,0
264,"EL CAMINO DEL VINO - Wine Bar & Chill Out",,2604414300,2604414300,"Domicilio  Coronel Suárez 475- Ciudad de San Rafael",https://linktr.ee/elcaminodelvino?utm_source=linktree_profile_share,,,,,0
265,"RAWSON Bar",,2604352562,2604352562,"Instagram  Rawson Bar",,https://www.instagram.com/rawsonbar/?hl=es-la,,,,0
266,"MI BAR - CITO ( Sandwichería- Bar)- Valle Grande",,"800 – Valle Grande""",,"""Ruta 173 km 17",,,https://www.instagram.com/mibarcitosr/,,,0
267,"BARRICAS BODEGON MENDOCINO - Parrilla",,2604126964,2604126964,"Domicilio  Avda. Hipólito Yrigoyen 4041 – Las Paredes",,https://www.instagram.com/barricasbodegonmendocino/,,,,0
268,"Bodega ÚLTIMA FRONTERA -",,5492604124284,5492604124284,"Ubicación   Sardini y Las Vírgenes – Las Paredes",https://www.bodegaultimafrontera.com.ar/,https://www.instagram.com/bodega.ultimafrontera/?hl=es,,,,0
269,"PIPI PANCHOS (Panchería- Minutas) - Ciudad",,,,"Bernardo de Irigoyen 119 – Ciudad",,https://www.instagram.com/pipi.1981/?hl=es-la#,,,,0
270,"FRANCA TOUR E.V.T. - Turismo Emisivo",,2604425077154530079,2604425077154530079,"Av. Espejo 139  -Ciudad",,https://www.instagram.com/francatourviajes/,,,,0
271,Yancanelo,,"0260 443-5197","","Av. Hipólito Yrigoyen 4030, San Rafael, Mendoza, Argentina",http://www.yancanelo.com/,"","",https://maps.google.com/?cid=983784894698513773,0,0
272,"JEAN RIVIER(Bodega) - Las Paredes",,5492604232226,5492604232226,"Av. Hipólito Yrigoyen 2385 – Las Paredes",http://www.jeanrivier.com/,https://www.instagram.com/bodegajeanrivier/?hl=es-la,https://www.facebook.com/bodegajeanrivier,,,0
273,"Azalea Luxury Lodge – Las Paredes",,5492604571788,5492604571788,"Las Vírgenes 2882 – Las Paredes",http://www.azalea.com.ar,https://www.instagram.com/azalealuxurylodge/?hl=es,,,,0
274,"FAMILIA CAMARGO (Bodega / Espumantes) -Las Paredes",,260154681754,260154681754,"Domicilio  Calle Bertani Norte 1600 – Las Paredes",,https://www.instagram.com/familiacamargo_vinos.aceites/,,,,0
275,"TABERNA MOSCU Coffee Bar - Ciudad",,2604396777,2604396777,"Pellegrini 153 – Ciudad",,https://www.instagram.com/moscu.sr/,,,,0
276,"RESTAURANTE LAZARO - Ciudad",,,,"Domicilio  Almafuerte 94 – Ciudad.",,,,,,0
277,"DILYS TOURS - Excursiones Locales y Turismo Emisivo.",,2604530327,2604530327,"Página Web  https   dilystours.paquetedinamico.com",https://dilystours.paquetedinamico.com/,,,,,0
278,"LA BARRA (Bar- Café) - Valle Grande",,,,"Base Lago Valle Grande",,,https://www.facebook.com/portaldelatuelsanrafael/,,,0
279,"BIER 26 (Cervecería - Minutas) - Rama Caída",,2604607472,2604607472,"Domicilio  Cubillos 7864 – Rama Caída",,https://www.instagram.com/bier.26/,,,,0
280,"MAGIC TOP Helados",,26044425281,26044425281,"Domicilio  Av. Mitre 202 – Ciudad",,https://www.instagram.com/heladosmagicdelivery/,,,,0
281,ALLOLIO,,"0260 453-0812","","Papa Juan XXIII N° 1820, M5600 San Rafael, Mendoza, Argentina",https://www.olivicolallolio.com/,"","",https://maps.google.com/?cid=12748198049880920152,0,0
282,"CHECHO A LA LLAMA ( Parrilla) - Cuadro Nacional",,,,"Domicilio  Ignacio Sueta 830 – Cuadro Nacional",,https://www.instagram.com/chechoalallama/,,,,0
283,"PAPRIKA RESTAURANTE & EVENTOS - VALLE GRANDE",,2604624765,2604624765,"Ruta Provincial 173 km. 27600",https://paprikamendoza.ar/,,,,,0
284,"Cabañas Complejo Turístico Motel Cañón Del Atuel – Cañón del Atuel",,2604551525,2604551525,"Ruta Prov. 173 km 60- Cañón del Atuel",,,,,,0
285,"BODEGA IACCARINI (Bodega) - Las Paredes",,,,"Calle Iaccarini  ex Sardini  – Las Paredes",https://www.bodegaiaccarini.com.ar/,https://www.instagram.com/bodega.iaccarini/?hl=es-la,https://www.facebook.com/BodegaIaccarini,,,0
286,"Big Bon - Ciudad",,,,"Av. Hipólito Yrigoyen 1625 – Ciudad",,https://www.instagram.com/bigbonresto/,https://www.facebook.com/Big-bon-100443642467974/,,,0
287,"Finca La Penúltima",,5492604054453,5492604054453,"Las Heras 487 – Villa 25 de Mayo",http://www.fincalapenultima.com,https://www.instagram.com/fincalapenultima/?hl=es,,,,0
288,"ZUIZA Helados & Café",,2604414071,2604414071,"Domicilio  Pellegrini 248 – Ciudad",,https://www.instagram.com/suizaheladeria/,,,,0
289,"BODEGA FAMILIA MORGAN (Bodega) – Las Paredes",,5492604118353,5492604118353,"El Tambo y Jensen – Las Paredes",https://familiamorgan.com.ar/,https://www.instagram.com/bodegafamiliamorgan/,,,,0
290,"ORIGEN (Restó - Casa de Té – Bar)",,2604649806,2604649806,"Domicilio  Cubillos 3.201  – Rama Caída",,https://www.instagram.com/origen_ramacaida/?hl=es,,,,0
291,"WAMAI E.V.T. - Turismo Emisivo.",,260154614567,260154614567,"Chile 755 – Ciudad",http://www.wamaiviajes.tur.ar/index.html,https://www.instagram.com/wamaiviajes/,,,,0
292,"Apart La Aldea de San Rafael",,5492604536078,5492604536078,"Hipólito Yrigoyen 4398 – Las Paredes",http://www.laaldeadesanrafael.com.ar,https://www.instagram.com/laaldeadesanrafael/,,,,0
293,"Cabañas Inti Co - Los Reyunos",,5492604563767,5492604563767,"Club de Pesca y Náutica – Los Reyunos",http://www.losreyunossanrafael.com,https://www.instagram.com/inticolosreyunos/,,,,0
294,"Apart Hotel Los Carolinos Lodge – Villa 25 de Mayo",,5492604535254,5492604535254,"https   wa.me 5492604535254",http://www.loscarolinoslodge.com/,https://www.instagram.com/loscarolinoslodge/,,,,0
